id,date,empl_id,name,project,process,sub_process,activity,sub_activity,task,action,start_time,end_time,total_time,volume,act_id,comment,added_by
9,13-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Issue Trak/CRT,Issue Track,Resolved (Analysis + Correction/Enhancement),,13-03-2018 14:30:19,13-03-2018 14:33:00,2.67,,,,
10,13-Mar-18,WzzOoD5iW8LNLWYNV7IiUA==,ckmT4R9WVWB26monU3MHNw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Coding,Epics,Primary - Dual Coding,,13-Mar-18 2:42:19 PM,13-Mar-18 2:44:51 PM,2.53,,,,
11,13-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Validation Activities,Cross coding validation,Cross coding validation / Eforte Validation,,13-03-2018 14:33:00,13-03-2018 14:52:31,19.5,,,,
7,13-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Cross Coding,Cross coding - Other Retailers,Cross Coding to Standard Item,,3/13/2018 1:29:28 PM,3/13/2018 1:31:35 PM,3,,,,
12,13-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Validation Activities,Cross coding validation,Cross coding validation / Eforte Validation,,13-03-2018 14:52:31,13-03-2018 15:55:59,63.47,,,,
13,13-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Other BAU activities,Other Activities,Surgery/extraction/upload etc.,,13-03-2018 15:55:59,13-03-2018 16:09:26,13.43,,,,
14,13-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Validation Activities,Coding Validation,Internal validation,,13-03-2018 16:09:26,13-03-2018 17:53:42,58.45,,,,
15,13-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Activity,Sub Activity,Task,,3/13/2018 5:02:03 PM,3/13/2018 6:00:37 PM,58.57,,,,
16,13-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Cross Coding,Cross coding - Other Retailers,Cross Coding to Standard Item,,3/13/2018 6:03:24 PM,3/13/2018 6:03:36 PM,0.18,,,,
17,13-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Cross Coding,Cross coding - Other Retailers,Cross Coding to Consolidated/PGI/Uncodable,,3/13/2018 6:03:36 PM,3/13/2018 6:06:14 PM,2.63,,,,
18,13-Mar-18,BMXraUrJlWC7VDm9TGmr1g==,CGPRAHn2jx3zh/vsrZdSHA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Cross Coding,Cross coding - Hard discounters treatment/support activities,(Aldi + Lidl) New Reference treatment,,3/13/2018 2:35:30 PM,3/13/2018 6:09:19 PM,165.39,,,,
19,13-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Activity,Sub Activity,Task,,3/13/2018 6:06:14 PM,3/13/2018 6:19:45 PM,13.52,,,,
20,13-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Other BAU activities,Other Activities,Item Rejection Browser,,3/13/2018 6:26:40 PM,3/13/2018 6:26:47 PM,0.12,,,,
21,13-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Cross Coding,Cross coding - Hard discounters treatment/support activities,DA file preparation & SIG feedback Xcodng - Colruyt,,13-03-2018 17:53:42,13-03-2018 18:33:48,21.86,,,,
22,13-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Indirect activities,Support activity,Allocation + File preparation,,13-03-2018 18:33:48,13-03-2018 18:33:55,0.12,,,,
23,13-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Other BAU activities,Other Activities,ALL Henkel activities,,3/13/2018 6:36:04 PM,3/13/2018 6:36:42 PM,0.62,,,,
24,13-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Activity,Sub Activity,Task,,3/13/2018 6:36:42 PM,3/13/2018 6:40:15 PM,3.55,,,,
25,13-Mar-18,SnfemQpuaa7NRov7sMlN1A==,T4tv8n9icJz201/URnYfyw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Coding,Epics,Primary - Dual Coding,,13-03-2018 14:48:10,13-03-2018 18:48:27,240.22,,,,
26,13-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,NIMS/Image Management,Epic renaming,Epic renaming,,13-03-2018 18:54:44,13-03-2018 19:09:18,14.55,,,,
27,13-Mar-18,WzzOoD5iW8LNLWYNV7IiUA==,ckmT4R9WVWB26monU3MHNw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Coding,Epics,Primary - Dual Coding,,13-Mar-18 2:45:15 PM,13-Mar-18 7:23:39 PM,278.14,,,,
28,13-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Validation Activities,Cross coding validation,PG out validation,,13-03-2018 19:09:18,13-03-2018 19:30:01,20.59,,,,
30,13-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Indirect activities,Calls/Meeting,Platform Enhancement/Client demand call,,13-03-2018 19:30:01,13-03-2018 20:05:37,35.6,,,,
29,13-Mar-18,SnfemQpuaa7NRov7sMlN1A==,T4tv8n9icJz201/URnYfyw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Issue Trak/CRT,Issue Track,Resolved (Analysis + Correction/Enhancement),,13-03-2018 18:48:27,13-03-2018 19:36:55,48.45,,,,
31,13-Mar-18,SnfemQpuaa7NRov7sMlN1A==,T4tv8n9icJz201/URnYfyw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,TCS Internal activities,Other Meetings/Trainings,L&D - Trainings,,13-03-2018 19:36:55,13-03-2018 20:11:12,34.27,,,,
32,13-Mar-18,BMXraUrJlWC7VDm9TGmr1g==,CGPRAHn2jx3zh/vsrZdSHA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Cross Coding,Cross coding - Hard discounters treatment/support activities,(Aldi + Lidl) Folder - casual,,3/13/2018 6:09:20 PM,3/13/2018 8:25:56 PM,115.35,,,,
33,14-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Indirect activities,Communication,Mail/IM/Phone Communication,,14-03-2018 09:33:37,14-03-2018 09:47:02,13.4,,,,
34,14-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Indirect activities,Support activity,Allocation + File preparation,,14-03-2018 09:47:02,14-03-2018 10:07:57,20.9,,,,
35,14-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Issue Trak/CRT,Issue Track,Raised,,14-03-2018 10:07:57,14-03-2018 10:18:54,10.95,,,,
36,14-Mar-18,WzzOoD5iW8LNLWYNV7IiUA==,ckmT4R9WVWB26monU3MHNw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Cross Coding,Cross coding - Other Retailers,Cross Coding to Consolidated/PGI/Uncodable,,14-Mar-18 10:47:56 AM,14-Mar-18 10:52:08 AM,4.18,,,,
37,14-Mar-18,WzzOoD5iW8LNLWYNV7IiUA==,ckmT4R9WVWB26monU3MHNw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Cross Coding,Cross coding - Other Retailers,Cross Coding to Consolidated/PGI/Uncodable,,14-Mar-18 10:52:28 AM,14-Mar-18 10:52:41 AM,0.22,,,,
38,14-Mar-18,WzzOoD5iW8LNLWYNV7IiUA==,ckmT4R9WVWB26monU3MHNw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Indirect activities,Communication,Mail/IM/Phone Communication - GC,,14-Mar-18 10:52:41 AM,14-Mar-18 10:53:10 AM,0.47,,,,
39,14-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Cross Coding,Cross coding - Hard discounters treatment/support activities,Colruyt New + Change + Split,,14-03-2018 10:18:54,14-03-2018 11:01:26,42.47,,,,
40,14-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,INDIRECT ACTIVITIES,PRODUCTION & QUALITY OFFSHORING,RCA/QEM INPUT,,3/14/2018 11:06:02 AM,3/14/2018 11:06:27 AM,0.4,,,,
41,14-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,INDIRECT ACTIVITIES,PRODUCTION & QUALITY OFFSHORING,RCA/QEM INPUT,,3/14/2018 11:06:27 AM,3/14/2018 11:10:03 AM,3.58,,,,
42,14-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,TCS Internal activities,Other Meetings/Trainings,TCS internal Meeting/refresher training,,14-03-2018 11:01:26,14-03-2018 11:18:45,17.2,,,,
43,14-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Activity,Sub Activity,Task,,3/14/2018 11:06:27 AM,3/14/2018 12:12:20 PM,65.88,,,,
44,14-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Cross Coding,Cross coding - Other Retailers,Cross Coding to Standard Item,,3/14/2018 12:44:19 PM,3/14/2018 12:44:42 PM,0.37,,,,
45,14-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Cross Coding,Cross coding - Other Retailers,Cross Coding to Standard Item,,3/14/2018 12:44:42 PM,3/14/2018 12:45:23 PM,0.67,,,,
46,14-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Cross Coding,Cross coding - Other Retailers,Cross Coding to Standard Item,,3/14/2018 12:45:23 PM,3/14/2018 12:47:44 PM,2.18,,,,
47,14-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,INDIRECT ACTIVITIES,PRODUCTION & QUALITY OFFSHORING,RCA/QEM INPUT,,3/14/2018 12:47:44 PM,3/14/2018 12:48:49 PM,1.08,,,,
48,14-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,INDIRECT ACTIVITIES,PRODUCTION & QUALITY OFFSHORING,RCA/QEM INPUT,,3/14/2018 12:48:49 PM,3/14/2018 12:49:13 PM,0.38,,,,
49,14-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,INDIRECT ACTIVITIES,PRODUCTION & QUALITY OFFSHORING,RCA/QEM INPUT,,3/14/2018 12:49:13 PM,3/14/2018 12:50:20 PM,1.12,,,,
50,14-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,INDIRECT ACTIVITIES,PRODUCTION & QUALITY OFFSHORING,RCA/QEM INPUT,,3/14/2018 12:50:20 PM,3/14/2018 12:51:33 PM,1.2,,,,
51,14-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,INDIRECT ACTIVITIES,PRODUCTION & QUALITY OFFSHORING,RCA/QEM INPUT,,3/14/2018 12:51:33 PM,3/14/2018 12:51:58 PM,0.42,,,,
52,14-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Other BAU activities,Other Activities,ALL Henkel activities,,3/14/2018 12:51:58 PM,3/14/2018 12:53:37 PM,1.63,,,,
53,14-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Other BAU activities,Other Activities,Item Rejection Browser,,3/14/2018 12:53:37 PM,3/14/2018 12:54:05 PM,0.45,,,,
54,14-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Other BAU activities,Other Activities,Micro Publication,,3/14/2018 12:54:05 PM,3/14/2018 12:54:56 PM,0.83,,,,
55,14-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Other BAU activities,Other Activities,PRB BROWSER,,3/14/2018 12:57:38 PM,3/14/2018 1:30:48 PM,2.5,,,,
56,14-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Other BAU activities,Other Activities,LAC to PGI,,3/14/2018 1:30:48 PM,3/14/2018 1:32:31 PM,1.72,,,,
57,14-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Other BAU activities,Other Activities,Item Rejection Browser,,3/14/2018 1:32:31 PM,3/14/2018 1:34:02 PM,1.5,,,,
58,14-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Other BAU activities,Other Activities,Daily RR28 Report,,3/14/2018 2:12:00 PM,3/14/2018 2:13:36 PM,1.6,,,,
126,15-Mar-18,SnfemQpuaa7NRov7sMlN1A==,T4tv8n9icJz201/URnYfyw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Coding,Epics,Primary - Dual Coding,,15-03-2018 11:45:13,15-03-2018 20:24:38,463.03,,,,
59,14-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Other BAU activities,Other Activities,Micro Publication,,3/14/2018 2:13:36 PM,3/14/2018 2:18:53 PM,5.27,,,,
60,14-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Other BAU activities,Other Activities,Daily RR28 Report,,3/14/2018 2:56:53 PM,3/14/2018 2:57:00 PM,0.12,,,,
61,14-Mar-18,SnfemQpuaa7NRov7sMlN1A==,T4tv8n9icJz201/URnYfyw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Cross Coding,Cross coding - Other Retailers,Cross Coding to Standard Item,,14-03-2018 10:47:38,14-03-2018 15:11:52,229.66,,,,
62,14-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Other BAU activities,Other Activities,Catalog Checking & Item Updation,,3/14/2018 3:13:14 PM,3/14/2018 3:14:07 PM,0.49,,,,
63,14-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Other BAU activities,Other Activities,Item Rejection Browser,,3/14/2018 3:41:43 PM,3/14/2018 3:43:01 PM,1.28,,,,
